firstName,lastName,personId,gameId,gameDateTimeEst,playerteamCity,playerteamName,opponentteamCity,opponentteamName,gameType,gameLabel,gameSubLabel,seriesGameNumber,win,home,numMinutes,points,assists,blocks,steals,fieldGoalsAttempted,fieldGoalsMade,fieldGoalsPercentage,threePointersAttempted,threePointersMade,threePointersPercentage,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,reboundsDefensive,reboundsOffensive,reboundsTotal,foulsPersonal,turnovers,plusMinusPoints,playerteamId,opponentteamId,comment,startingPosition,gameDate
Trayce,Jackson-Davis,1631218,42500136,2026-05-01 19:30:00,Toronto,Raptors,Cleveland,Cavaliers,Playoffs,East First Round,Game 6,6,1,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612761,1610612739,DNP - Coach's Decision,,2026-05-01 19:30:00
Collin,Murray-Boyles,1642867,42500136,2026-05-01 19:30:00,Toronto,Raptors,Cleveland,Cavaliers,Playoffs,East First Round,Game 6,6,1,1,39.9,17,2,3,2,10,6,0.6,0,0,0.0,6,5,0.833,3,4,7,4,4,2,1610612761,1610612739,,,2026-05-01 19:30:00
Craig,Porter Jr.,1641854,42500136,2026-05-01 19:30:00,Cleveland,Cavaliers,Toronto,Raptors,Playoffs,East First Round,Game 6,6,0,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612739,1610612761,DNP - Coach's Decision,,2026-05-01 19:30:00
Keon,Ellis,1631165,42500136,2026-05-01 19:30:00,Cleveland,Cavaliers,Toronto,Raptors,Playoffs,East First Round,Game 6,6,0,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612739,1610612761,DNP - Coach's Decision,,2026-05-01 19:30:00
Larry,Nance Jr.,1626204,42500136,2026-05-01 19:30:00,Cleveland,Cavaliers,Toronto,Raptors,Playoffs,East First Round,Game 6,6,0,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612739,1610612761,DNP - Coach's Decision,,2026-05-01 19:30:00
Gradey,Dick,1641711,42500136,2026-05-01 19:30:00,Toronto,Raptors,Cleveland,Cavaliers,Playoffs,East First Round,Game 6,6,1,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612761,1610612739,DNP - Coach's Decision,,2026-05-01 19:30:00
A.J.,Lawson,1630639,42500136,2026-05-01 19:30:00,Toronto,Raptors,Cleveland,Cavaliers,Playoffs,East First Round,Game 6,6,1,1,10.15,6,0,0,0,3,2,0.667,3,2,0.667,0,0,0.0,1,0,1,2,1,-1,1610612761,1610612739,,,2026-05-01 19:30:00
Jaylon,Tyson,1642281,42500136,2026-05-01 19:30:00,Cleveland,Cavaliers,Toronto,Raptors,Playoffs,East First Round,Game 6,6,0,0,16.016666666666666,5,3,0,0,6,2,0.333,5,1,0.2,0,0,0.0,2,2,4,2,2,-6,1610612739,1610612761,,,2026-05-01 19:30:00
Sandro,Mamukelashvili,1630572,42500136,2026-05-01 19:30:00,Toronto,Raptors,Cleveland,Cavaliers,Playoffs,East First Round,Game 6,6,1,1,14.4,2,1,1,1,3,1,0.333,1,0,0.0,0,0,0.0,4,0,4,0,0,4,1610612761,1610612739,,,2026-05-01 19:30:00
Thomas,Bryant,1628418,42500136,2026-05-01 19:30:00,Cleveland,Cavaliers,Toronto,Raptors,Playoffs,East First Round,Game 6,6,0,0,7.4,0,0,0,0,1,0,0.0,1,0,0.0,0,0,0.0,1,1,2,1,0,-7,1610612739,1610612761,,,2026-05-01 19:30:00
James,Harden,201935,42500136,2026-05-01 19:30:00,Cleveland,Cavaliers,Toronto,Raptors,Playoffs,East First Round,Game 6,6,0,0,44.0,16,9,1,2,14,5,0.357,4,1,0.25,5,5,1.0,4,5,9,2,4,11,1610612739,1610612761,,G,2026-05-01 19:30:00
Garrett,Temple,202066,42500136,2026-05-01 19:30:00,Toronto,Raptors,Cleveland,Cavaliers,Playoffs,East First Round,Game 6,6,1,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612761,1610612739,DNP - Coach's Decision,,2026-05-01 19:30:00
Dean,Wade,1629731,42500136,2026-05-01 19:30:00,Cleveland,Cavaliers,Toronto,Raptors,Playoffs,East First Round,Game 6,6,0,0,28.116666666666667,10,0,0,1,8,4,0.5,6,2,0.333,0,0,0.0,3,2,5,4,2,10,1610612739,1610612761,,,2026-05-01 19:30:00
Sam,Merrill,1630241,42500136,2026-05-01 19:30:00,Cleveland,Cavaliers,Toronto,Raptors,Playoffs,East First Round,Game 6,6,0,0,17.583333333333332,2,1,0,1,5,1,0.2,3,0,0.0,0,0,0.0,0,1,1,3,1,-6,1610612739,1610612761,,,2026-05-01 19:30:00
Jamal,Shead,1642347,42500136,2026-05-01 19:30:00,Toronto,Raptors,Cleveland,Cavaliers,Playoffs,East First Round,Game 6,6,1,1,33.35,7,6,0,1,9,2,0.222,7,2,0.286,2,1,0.5,1,0,1,5,2,6,1610612761,1610612739,,G,2026-05-01 19:30:00
Dennis,Schroder,203471,42500136,2026-05-01 19:30:00,Cleveland,Cavaliers,Toronto,Raptors,Playoffs,East First Round,Game 6,6,0,0,16.233333333333334,7,1,0,2,4,0,0.0,1,0,0.0,8,7,0.875,0,0,0,2,2,-9,1610612739,1610612761,,,2026-05-01 19:30:00
Nae'Qwan,Tomlin,1641772,42500136,2026-05-01 19:30:00,Cleveland,Cavaliers,Toronto,Raptors,Playoffs,East First Round,Game 6,6,0,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612739,1610612761,DNP - Coach's Decision,,2026-05-01 19:30:00
Jarrett,Allen,1628386,42500136,2026-05-01 19:30:00,Cleveland,Cavaliers,Toronto,Raptors,Playoffs,East First Round,Game 6,6,0,0,33.81666666666667,14,1,2,1,8,6,0.75,0,0,0.0,6,2,0.333,4,3,7,2,0,8,1610612739,1610612761,,C,2026-05-01 19:30:00
Max,Strus,1629622,42500136,2026-05-01 19:30:00,Cleveland,Cavaliers,Toronto,Raptors,Playoffs,East First Round,Game 6,6,0,0,19.666666666666668,6,3,0,0,6,2,0.333,4,2,0.5,0,0,0.0,4,1,5,1,1,-4,1610612739,1610612761,,F,2026-05-01 19:30:00
Scottie,Barnes,1630567,42500136,2026-05-01 19:30:00,Toronto,Raptors,Cleveland,Cavaliers,Playoffs,East First Round,Game 6,6,1,1,47.95,25,14,3,3,21,11,0.524,2,0,0.0,4,3,0.75,5,2,7,2,3,2,1610612761,1610612739,,F,2026-05-01 19:30:00
Tyrese,Proctor,1642878,42500136,2026-05-01 19:30:00,Cleveland,Cavaliers,Toronto,Raptors,Playoffs,East First Round,Game 6,6,0,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612739,1610612761,DNP - Coach's Decision,,2026-05-01 19:30:00
Jonathan,Mogbo,1642367,42500136,2026-05-01 19:30:00,Toronto,Raptors,Cleveland,Cavaliers,Playoffs,East First Round,Game 6,6,1,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612761,1610612739,DNP - Coach's Decision,,2026-05-01 19:30:00
Jakob,Poeltl,1627751,42500136,2026-05-01 19:30:00,Toronto,Raptors,Cleveland,Cavaliers,Playoffs,East First Round,Game 6,6,1,1,21.516666666666666,2,1,1,2,3,1,0.333,0,0,0.0,0,0,0.0,2,2,4,3,0,0,1610612761,1610612739,,C,2026-05-01 19:30:00
Ja'Kobe,Walter,1642266,42500136,2026-05-01 19:30:00,Toronto,Raptors,Cleveland,Cavaliers,Playoffs,East First Round,Game 6,6,1,1,43.0,24,0,1,3,13,7,0.538,9,4,0.444,6,6,1.0,5,0,5,4,0,-6,1610612761,1610612739,,G,2026-05-01 19:30:00
Tobias,Harris,202699,42500106,2026-05-01 19:00:00,Detroit,Pistons,Orlando,Magic,Playoffs,East First Round,Game 6,6,1,0,38.2,22,0,0,0,20,7,0.35,7,2,0.286,9,6,0.667,10,0,10,4,0,14,1610612765,1610612753,,F,2026-05-01 19:00:00
Chaz,Lanier,1642404,42500106,2026-05-01 19:00:00,Detroit,Pistons,Orlando,Magic,Playoffs,East First Round,Game 6,6,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612765,1610612753,DNP - Coach's Decision,,2026-05-01 19:00:00
Cade,Cunningham,1630595,42500106,2026-05-01 19:00:00,Detroit,Pistons,Orlando,Magic,Playoffs,East First Round,Game 6,6,1,0,42.03333333333333,32,3,1,4,23,10,0.435,4,2,0.5,12,10,0.833,9,1,10,3,4,7,1610612765,1610612753,,G,2026-05-01 19:00:00
Paolo,Banchero,1631094,42500106,2026-05-01 19:00:00,Orlando,Magic,Detroit,Pistons,Playoffs,East First Round,Game 6,6,0,1,40.81666666666667,17,6,0,2,20,4,0.2,9,0,0.0,12,9,0.75,9,1,10,3,1,-8,1610612753,1610612765,,F,2026-05-01 19:00:00
Jamal,Cain,1631288,42500106,2026-05-01 19:00:00,Orlando,Magic,Detroit,Pistons,Playoffs,East First Round,Game 6,6,0,1,20.15,3,2,1,1,3,1,0.333,2,1,0.5,0,0,0.0,3,1,4,4,1,-7,1610612753,1610612765,,F,2026-05-01 19:00:00
Moritz,Wagner,1629021,42500106,2026-05-01 19:00:00,Orlando,Magic,Detroit,Pistons,Playoffs,East First Round,Game 6,6,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612753,1610612765,DNP - Coach's Decision,,2026-05-01 19:00:00
Marcus,Sasser,1631204,42500106,2026-05-01 19:00:00,Detroit,Pistons,Orlando,Magic,Playoffs,East First Round,Game 6,6,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612765,1610612753,DNP - Coach's Decision,,2026-05-01 19:00:00
Jalen,Duren,1631105,42500106,2026-05-01 19:00:00,Detroit,Pistons,Orlando,Magic,Playoffs,East First Round,Game 6,6,1,0,32.18333333333333,8,1,0,0,6,4,0.667,0,0,0.0,1,0,0.0,4,5,9,5,2,9,1610612765,1610612753,,C,2026-05-01 19:00:00
Ronald,Holland II,1641842,42500106,2026-05-01 19:00:00,Detroit,Pistons,Orlando,Magic,Playoffs,East First Round,Game 6,6,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612765,1610612753,DNP - Coach's Decision,,2026-05-01 19:00:00
Ausar,Thompson,1641709,42500106,2026-05-01 19:00:00,Detroit,Pistons,Orlando,Magic,Playoffs,East First Round,Game 6,6,1,0,36.733333333333334,4,6,4,1,7,2,0.286,0,0,0.0,0,0,0.0,5,5,10,1,0,22,1610612765,1610612753,,F,2026-05-01 19:00:00
Wendell,Carter Jr.,1628976,42500106,2026-05-01 19:00:00,Orlando,Magic,Detroit,Pistons,Playoffs,East First Round,Game 6,6,0,1,31.816666666666666,9,2,2,0,5,3,0.6,2,1,0.5,4,2,0.5,0,0,0,6,2,-10,1610612753,1610612765,,C,2026-05-01 19:00:00
Paul,Reed,1630194,42500106,2026-05-01 19:00:00,Detroit,Pistons,Orlando,Magic,Playoffs,East First Round,Game 6,6,1,0,10.75,6,0,3,0,4,2,0.5,2,0,0.0,2,2,1.0,3,3,6,2,1,7,1610612765,1610612753,,,2026-05-01 19:00:00
Desmond,Bane,1630217,42500106,2026-05-01 19:00:00,Orlando,Magic,Detroit,Pistons,Playoffs,East First Round,Game 6,6,0,1,37.68333333333333,17,1,0,2,18,7,0.389,9,3,0.333,0,0,0.0,2,1,3,3,0,-27,1610612753,1610612765,,G,2026-05-01 19:00:00
Jevon,Carter,1628975,42500106,2026-05-01 19:00:00,Orlando,Magic,Detroit,Pistons,Playoffs,East First Round,Game 6,6,0,1,2.2333333333333334,2,0,0,0,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,0,0,1,1610612753,1610612765,,,2026-05-01 19:00:00
Daniss,Jenkins,1642450,42500106,2026-05-01 19:00:00,Detroit,Pistons,Orlando,Magic,Playoffs,East First Round,Game 6,6,1,0,19.4,7,3,0,0,7,2,0.286,4,1,0.25,2,2,1.0,1,0,1,2,1,1,1610612765,1610612753,,,2026-05-01 19:00:00
Caris,LeVert,1627747,42500106,2026-05-01 19:00:00,Detroit,Pistons,Orlando,Magic,Playoffs,East First Round,Game 6,6,1,0,4.5,0,0,0,0,2,0,0.0,1,0,0.0,0,0,0.0,0,0,0,0,0,-5,1610612765,1610612753,,,2026-05-01 19:00:00
Jett,Howard,1641724,42500106,2026-05-01 19:00:00,Orlando,Magic,Detroit,Pistons,Playoffs,East First Round,Game 6,6,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612753,1610612765,DNP - Coach's Decision,,2026-05-01 19:00:00
Noah,Penda,1642869,42500106,2026-05-01 19:00:00,Orlando,Magic,Detroit,Pistons,Playoffs,East First Round,Game 6,6,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612753,1610612765,DNP - Coach's Decision,,2026-05-01 19:00:00
Duncan,Robinson,1629130,42500106,2026-05-01 19:00:00,Detroit,Pistons,Orlando,Magic,Playoffs,East First Round,Game 6,6,1,0,36.483333333333334,14,3,0,0,11,5,0.455,9,4,0.444,0,0,0.0,5,0,5,4,2,24,1610612765,1610612753,,G,2026-05-01 19:00:00
Jase,Richardson,1642859,42500106,2026-05-01 19:00:00,Orlando,Magic,Detroit,Pistons,Playoffs,East First Round,Game 6,6,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612753,1610612765,DNP - Coach's Decision,,2026-05-01 19:00:00
Tristan,da Silva,1641783,42500106,2026-05-01 19:00:00,Orlando,Magic,Detroit,Pistons,Playoffs,East First Round,Game 6,6,0,1,22.516666666666666,10,0,0,0,9,4,0.444,4,2,0.5,0,0,0.0,5,1,6,0,1,10,1610612753,1610612765,,,2026-05-01 19:00:00
Isaiah,Stewart,1630191,42500106,2026-05-01 19:00:00,Detroit,Pistons,Orlando,Magic,Playoffs,East First Round,Game 6,6,1,0,8.216666666666667,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,-8,1610612765,1610612753,,,2026-05-01 19:00:00
Jalen,Suggs,1630591,42500106,2026-05-01 19:00:00,Orlando,Magic,Detroit,Pistons,Playoffs,East First Round,Game 6,6,0,1,38.2,7,7,0,1,10,1,0.1,6,1,0.167,4,4,1.0,6,1,7,3,5,-14,1610612753,1610612765,,G,2026-05-01 19:00:00
Anthony,Black,1641710,42500106,2026-05-01 19:00:00,Orlando,Magic,Detroit,Pistons,Playoffs,East First Round,Game 6,6,0,1,33.53333333333333,8,1,0,0,7,3,0.429,4,1,0.25,1,1,1.0,3,0,3,2,0,-12,1610612753,1610612765,,,2026-05-01 19:00:00
Goga,Bitadze,1629048,42500106,2026-05-01 19:00:00,Orlando,Magic,Detroit,Pistons,Playoffs,East First Round,Game 6,6,0,1,13.066666666666666,6,1,1,0,5,3,0.6,0,0,0.0,0,0,0.0,1,3,4,1,0,-3,1610612753,1610612765,,,2026-05-01 19:00:00
Tolu,Smith,1642449,42500106,2026-05-01 19:00:00,Detroit,Pistons,Orlando,Magic,Playoffs,East First Round,Game 6,6,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612765,1610612753,DNP - Coach's Decision,,2026-05-01 19:00:00
Javonte,Green,1629750,42500106,2026-05-01 19:00:00,Detroit,Pistons,Orlando,Magic,Playoffs,East First Round,Game 6,6,1,0,11.516666666666667,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,-1,1610612765,1610612753,,,2026-05-01 19:00:00
Bones,Hyland,1630538,42500166,2026-04-30 21:30:00,Minnesota,Timberwolves,Denver,Nuggets,Playoffs,West First Round,Game 6,6,1,1,8.733333333333333,1,1,0,0,3,0,0.0,3,0,0.0,2,1,0.5,1,1,2,1,0,4,1610612750,1610612743,,,2026-04-30 21:30:00
Terrence,Shannon Jr.,1630545,42500166,2026-04-30 21:30:00,Minnesota,Timberwolves,Denver,Nuggets,Playoffs,West First Round,Game 6,6,1,1,34.7,24,1,0,2,20,9,0.45,7,1,0.143,5,5,1.0,4,2,6,2,0,7,1610612750,1610612743,,G,2026-04-30 21:30:00
Jonas,Valanciunas,202685,42500166,2026-04-30 21:30:00,Denver,Nuggets,Minnesota,Timberwolves,Playoffs,West First Round,Game 6,6,0,0,3.716666666666667,2,0,0,0,3,1,0.333,0,0,0.0,0,0,0.0,1,1,2,1,1,-2,1610612743,1610612750,,,2026-04-30 21:30:00
Tyus,Jones,1626145,42500166,2026-04-30 21:30:00,Denver,Nuggets,Minnesota,Timberwolves,Playoffs,West First Round,Game 6,6,0,0,12.433333333333334,4,3,0,1,4,2,0.5,0,0,0.0,0,0,0.0,0,0,0,2,0,5,1610612743,1610612750,,,2026-04-30 21:30:00
Rudy,Gobert,203497,42500166,2026-04-30 21:30:00,Minnesota,Timberwolves,Denver,Nuggets,Playoffs,West First Round,Game 6,6,1,1,41.766666666666666,10,8,2,1,6,4,0.667,0,0,0.0,4,2,0.5,6,7,13,5,0,11,1610612750,1610612743,,C,2026-04-30 21:30:00
Jaden,McDaniels,1630183,42500166,2026-04-30 21:30:00,Minnesota,Timberwolves,Denver,Nuggets,Playoffs,West First Round,Game 6,6,1,1,44.9,32,3,1,2,25,13,0.52,4,1,0.25,6,5,0.833,6,4,10,4,0,16,1610612750,1610612743,,F,2026-04-30 21:30:00
Spencer,Jones,1642461,42500166,2026-04-30 21:30:00,Denver,Nuggets,Minnesota,Timberwolves,Playoffs,West First Round,Game 6,6,0,0,35.28333333333333,8,1,1,0,4,3,0.75,3,2,0.667,0,0,0.0,2,0,2,5,1,-9,1610612743,1610612750,,F,2026-04-30 21:30:00
Jaylen,Clark,1641740,42500166,2026-04-30 21:30:00,Minnesota,Timberwolves,Denver,Nuggets,Playoffs,West First Round,Game 6,6,1,1,12.166666666666666,3,1,0,0,3,1,0.333,3,1,0.333,0,0,0.0,1,1,2,2,0,-3,1610612750,1610612743,,,2026-04-30 21:30:00
DaRon,Holmes II,1641747,42500166,2026-04-30 21:30:00,Denver,Nuggets,Minnesota,Timberwolves,Playoffs,West First Round,Game 6,6,0,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612743,1610612750,DNP - Coach's Decision,,2026-04-30 21:30:00
Cameron,Johnson,1629661,42500166,2026-04-30 21:30:00,Denver,Nuggets,Minnesota,Timberwolves,Playoffs,West First Round,Game 6,6,0,0,39.233333333333334,27,3,1,0,15,8,0.533,10,5,0.5,9,6,0.667,8,0,8,5,2,-3,1610612743,1610612750,,F,2026-04-30 21:30:00
Julian,Strawther,1631124,42500166,2026-04-30 21:30:00,Denver,Nuggets,Minnesota,Timberwolves,Playoffs,West First Round,Game 6,6,0,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612743,1610612750,DNP - Coach's Decision,,2026-04-30 21:30:00
Joe,Ingles,204060,42500166,2026-04-30 21:30:00,Minnesota,Timberwolves,Denver,Nuggets,Playoffs,West First Round,Game 6,6,1,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612750,1610612743,DNP - Coach's Decision,,2026-04-30 21:30:00
Naz,Reid,1629675,42500166,2026-04-30 21:30:00,Minnesota,Timberwolves,Denver,Nuggets,Playoffs,West First Round,Game 6,6,1,1,33.78333333333333,15,4,0,1,13,7,0.538,3,1,0.333,1,0,0.0,6,1,7,2,2,11,1610612750,1610612743,,,2026-04-30 21:30:00
Julian,Phillips,1641763,42500166,2026-04-30 21:30:00,Minnesota,Timberwolves,Denver,Nuggets,Playoffs,West First Round,Game 6,6,1,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612750,1610612743,DNP - Coach's Decision,,2026-04-30 21:30:00
Joan,Beringer,1642866,42500166,2026-04-30 21:30:00,Minnesota,Timberwolves,Denver,Nuggets,Playoffs,West First Round,Game 6,6,1,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612750,1610612743,DNP - Coach's Decision,,2026-04-30 21:30:00
Julius,Randle,203944,42500166,2026-04-30 21:30:00,Minnesota,Timberwolves,Denver,Nuggets,Playoffs,West First Round,Game 6,6,1,1,37.45,18,5,0,1,17,6,0.353,5,2,0.4,6,4,0.667,2,2,4,2,4,15,1610612750,1610612743,,F,2026-04-30 21:30:00
Nikola,Jokic,203999,42500166,2026-04-30 21:30:00,Denver,Nuggets,Minnesota,Timberwolves,Playoffs,West First Round,Game 6,6,0,0,43.4,28,10,1,0,19,11,0.579,5,1,0.2,6,5,0.833,8,1,9,5,4,-9,1610612743,1610612750,,C,2026-04-30 21:30:00
Ayo,Dosunmu,1630245,42500166,2026-04-30 21:30:00,Minnesota,Timberwolves,Denver,Nuggets,Playoffs,West First Round,Game 6,6,1,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612750,1610612743,DND - Injury/Illness,,2026-04-30 21:30:00
Jalen,Pickett,1629618,42500166,2026-04-30 21:30:00,Denver,Nuggets,Minnesota,Timberwolves,Playoffs,West First Round,Game 6,6,0,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612743,1610612750,DNP - Coach's Decision,,2026-04-30 21:30:00
Mike,Conley,201144,42500166,2026-04-30 21:30:00,Minnesota,Timberwolves,Denver,Nuggets,Playoffs,West First Round,Game 6,6,1,1,26.483333333333334,7,3,0,1,7,3,0.429,4,1,0.25,0,0,0.0,5,1,6,3,1,-1,1610612750,1610612743,,G,2026-04-30 21:30:00
Christian,Braun,1631128,42500166,2026-04-30 21:30:00,Denver,Nuggets,Minnesota,Timberwolves,Playoffs,West First Round,Game 6,6,0,0,27.583333333333332,3,0,3,0,4,1,0.25,4,1,0.25,0,0,0.0,1,0,1,2,1,-9,1610612743,1610612750,,G,2026-04-30 21:30:00
Jamal,Murray,1627750,42500166,2026-04-30 21:30:00,Denver,Nuggets,Minnesota,Timberwolves,Playoffs,West First Round,Game 6,6,0,0,40.3,12,4,1,0,17,4,0.235,2,0,0.0,4,4,1.0,5,1,6,2,0,-18,1610612743,1610612750,,G,2026-04-30 21:30:00
Bruce,Brown,1628971,42500166,2026-04-30 21:30:00,Denver,Nuggets,Minnesota,Timberwolves,Playoffs,West First Round,Game 6,6,0,0,14.366666666666667,1,1,0,2,2,0,0.0,1,0,0.0,2,1,0.5,0,1,1,3,3,-5,1610612743,1610612750,,,2026-04-30 21:30:00
Tim,Hardaway Jr.,203501,42500166,2026-04-30 21:30:00,Denver,Nuggets,Minnesota,Timberwolves,Playoffs,West First Round,Game 6,6,0,0,20.983333333333334,13,2,1,1,7,4,0.571,2,1,0.5,4,4,1.0,2,2,4,1,1,-5,1610612743,1610612750,,,2026-04-30 21:30:00
Zeke,Nnaji,1630192,42500166,2026-04-30 21:30:00,Denver,Nuggets,Minnesota,Timberwolves,Playoffs,West First Round,Game 6,6,0,0,2.716666666666667,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,-5,1610612743,1610612750,,,2026-04-30 21:30:00
Jayson,Tatum,1628369,42500116,2026-04-30 20:00:00,Boston,Celtics,Philadelphia,76ers,Playoffs,East First Round,Game 6,6,0,0,28.8,17,3,0,0,13,6,0.462,6,2,0.333,5,3,0.6,11,0,11,1,3,-11,1610612738,1610612755,,F,2026-04-30 20:00:00
Ron,Harper Jr.,1631199,42500116,2026-04-30 20:00:00,Boston,Celtics,Philadelphia,76ers,Playoffs,East First Round,Game 6,6,0,0,10.4,3,0,0,1,3,1,0.333,2,1,0.5,0,0,0.0,2,1,3,1,0,10,1610612738,1610612755,,,2026-04-30 20:00:00
Kelly,Oubre Jr.,1626162,42500116,2026-04-30 20:00:00,Philadelphia,76ers,Boston,Celtics,Playoffs,East First Round,Game 6,6,1,1,38.733333333333334,14,1,2,2,11,6,0.545,3,1,0.333,2,1,0.5,6,3,9,3,3,23,1610612755,1610612738,,F,2026-04-30 20:00:00
Paul,George,202331,42500116,2026-04-30 20:00:00,Philadelphia,76ers,Boston,Celtics,Playoffs,East First Round,Game 6,6,1,1,39.61666666666667,23,3,1,2,17,8,0.471,9,5,0.556,2,2,1.0,4,0,4,2,4,11,1610612755,1610612738,,F,2026-04-30 20:00:00
Dalano,Banton,1630625,42500116,2026-04-30 20:00:00,Boston,Celtics,Philadelphia,76ers,Playoffs,East First Round,Game 6,6,0,0,1.2333333333333334,2,0,0,0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,4,1610612738,1610612755,,,2026-04-30 20:00:00
Quentin,Grimes,1629656,42500116,2026-04-30 20:00:00,Philadelphia,76ers,Boston,Celtics,Playoffs,East First Round,Game 6,6,1,1,22.15,2,2,0,0,6,1,0.167,3,0,0.0,0,0,0.0,2,1,3,0,0,2,1610612755,1610612738,,,2026-04-30 20:00:00
Johni,Broome,1641780,42500116,2026-04-30 20:00:00,Philadelphia,76ers,Boston,Celtics,Playoffs,East First Round,Game 6,6,1,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612755,1610612738,DNP - Coach's Decision,,2026-04-30 20:00:00
Jabari,Walker,1631133,42500116,2026-04-30 20:00:00,Philadelphia,76ers,Boston,Celtics,Playoffs,East First Round,Game 6,6,1,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612755,1610612738,DNP - Coach's Decision,,2026-04-30 20:00:00
Amari,Williams,1642873,42500116,2026-04-30 20:00:00,Boston,Celtics,Philadelphia,76ers,Playoffs,East First Round,Game 6,6,0,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612738,1610612755,DNP - Coach's Decision,,2026-04-30 20:00:00
Luka,Garza,1630568,42500116,2026-04-30 20:00:00,Boston,Celtics,Philadelphia,76ers,Playoffs,East First Round,Game 6,6,0,0,13.55,9,1,0,0,5,4,0.8,2,1,0.5,0,0,0.0,0,2,2,2,0,6,1610612738,1610612755,,,2026-04-30 20:00:00
Joel,Embiid,203954,42500116,2026-04-30 20:00:00,Philadelphia,76ers,Boston,Celtics,Playoffs,East First Round,Game 6,6,1,1,34.18333333333333,19,8,0,1,18,6,0.333,5,1,0.2,7,6,0.857,9,1,10,2,1,7,1610612755,1610612738,,C,2026-04-30 20:00:00
Derrick,White,1628401,42500116,2026-04-30 20:00:00,Boston,Celtics,Philadelphia,76ers,Playoffs,East First Round,Game 6,6,0,0,31.516666666666666,11,1,0,3,8,3,0.375,6,3,0.5,2,2,1.0,0,1,1,3,2,-25,1610612738,1610612755,,G,2026-04-30 20:00:00
Hugo,Gonzalez,1642864,42500116,2026-04-30 20:00:00,Boston,Celtics,Philadelphia,76ers,Playoffs,East First Round,Game 6,6,0,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612738,1610612755,DNP - Coach's Decision,,2026-04-30 20:00:00
Trendon,Watford,1630570,42500116,2026-04-30 20:00:00,Philadelphia,76ers,Boston,Celtics,Playoffs,East First Round,Game 6,6,1,1,1.2333333333333334,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,-4,1610612755,1610612738,,,2026-04-30 20:00:00
