firstName,lastName,personId,gameId,gameDateTimeEst,playerteamCity,playerteamName,opponentteamCity,opponentteamName,gameType,gameLabel,gameSubLabel,seriesGameNumber,win,home,numMinutes,points,assists,blocks,steals,fieldGoalsAttempted,fieldGoalsMade,fieldGoalsPercentage,threePointersAttempted,threePointersMade,threePointersPercentage,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,reboundsDefensive,reboundsOffensive,reboundsTotal,foulsPersonal,turnovers,plusMinusPoints,playerteamId,opponentteamId,comment,startingPosition,gameDate
Jonathan,Mogbo,1642367,42500137,2026-05-03 19:30:00,Toronto,Raptors,Cleveland,Cavaliers,Playoffs,East First Round,Game 7,7,0,0,0.4166666666666667,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612761,1610612739,,,2026-05-03 19:30:00
Garrett,Temple,202066,42500137,2026-05-03 19:30:00,Toronto,Raptors,Cleveland,Cavaliers,Playoffs,East First Round,Game 7,7,0,0,0.4166666666666667,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612761,1610612739,,,2026-05-03 19:30:00
Donovan,Mitchell,1628378,42500137,2026-05-03 19:30:00,Cleveland,Cavaliers,Toronto,Raptors,Playoffs,East First Round,Game 7,7,1,1,35.2,22,1,0,0,20,9,0.45,9,2,0.222,2,2,1.0,1,2,3,3,2,8,1610612739,1610612761,,G,2026-05-03 19:30:00
Chaz,Lanier,1642404,42500107,2026-05-03 15:30:00,Detroit,Pistons,Orlando,Magic,Playoffs,East First Round,Game 7,7,1,1,1.05,2,0,0,0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,2,1610612765,1610612753,,,2026-05-03 15:30:00
Ausar,Thompson,1641709,42500107,2026-05-03 15:30:00,Detroit,Pistons,Orlando,Magic,Playoffs,East First Round,Game 7,7,1,1,33.75,8,4,2,2,5,4,0.8,0,0,0.0,1,0,0.0,2,2,4,1,1,12,1610612765,1610612753,,F,2026-05-03 15:30:00
Jalen,Suggs,1630591,42500107,2026-05-03 15:30:00,Orlando,Magic,Detroit,Pistons,Playoffs,East First Round,Game 7,7,0,0,35.88333333333333,6,4,2,4,9,2,0.222,4,0,0.0,2,2,1.0,4,0,4,4,3,-28,1610612753,1610612765,,G,2026-05-03 15:30:00
Wendell,Carter Jr.,1628976,42500107,2026-05-03 15:30:00,Orlando,Magic,Detroit,Pistons,Playoffs,East First Round,Game 7,7,0,0,38.3,13,2,1,0,7,3,0.429,4,1,0.25,8,6,0.75,3,2,5,3,1,-27,1610612753,1610612765,,C,2026-05-03 15:30:00
Kevin,Huerter,1628989,42500107,2026-05-03 15:30:00,Detroit,Pistons,Orlando,Magic,Playoffs,East First Round,Game 7,7,1,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612765,1610612753,DND - Injury/Illness,,2026-05-03 15:30:00
Paul,Reed,1630194,42500107,2026-05-03 15:30:00,Detroit,Pistons,Orlando,Magic,Playoffs,East First Round,Game 7,7,1,1,2.1166666666666667,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,-5,1610612765,1610612753,,,2026-05-03 15:30:00
Jalen,Duren,1631105,42500107,2026-05-03 15:30:00,Detroit,Pistons,Orlando,Magic,Playoffs,East First Round,Game 7,7,1,1,37.083333333333336,15,3,0,1,9,5,0.556,0,0,0.0,6,5,0.833,9,6,15,3,2,27,1610612765,1610612753,,C,2026-05-03 15:30:00
Tolu,Smith,1642449,42500107,2026-05-03 15:30:00,Detroit,Pistons,Orlando,Magic,Playoffs,East First Round,Game 7,7,1,1,1.2166666666666668,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612765,1610612753,,,2026-05-03 15:30:00
Caris,LeVert,1627747,42500107,2026-05-03 15:30:00,Detroit,Pistons,Orlando,Magic,Playoffs,East First Round,Game 7,7,1,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612765,1610612753,DNP - Coach's Decision,,2026-05-03 15:30:00
Paolo,Banchero,1631094,42500107,2026-05-03 15:30:00,Orlando,Magic,Detroit,Pistons,Playoffs,East First Round,Game 7,7,0,0,41.9,38,6,1,0,25,14,0.56,7,4,0.571,8,6,0.75,7,2,9,4,5,-18,1610612753,1610612765,,F,2026-05-03 15:30:00
Moritz,Wagner,1629021,42500107,2026-05-03 15:30:00,Orlando,Magic,Detroit,Pistons,Playoffs,East First Round,Game 7,7,0,0,9.7,5,0,0,0,3,1,0.333,1,1,1.0,2,2,1.0,1,1,2,2,1,5,1610612753,1610612765,,,2026-05-03 15:30:00
Noah,Penda,1642869,42500107,2026-05-03 15:30:00,Orlando,Magic,Detroit,Pistons,Playoffs,East First Round,Game 7,7,0,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612753,1610612765,DNP - Coach's Decision,,2026-05-03 15:30:00
Jase,Richardson,1642859,42500107,2026-05-03 15:30:00,Orlando,Magic,Detroit,Pistons,Playoffs,East First Round,Game 7,7,0,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612753,1610612765,DNP - Coach's Decision,,2026-05-03 15:30:00
Ronald,Holland II,1641842,42500107,2026-05-03 15:30:00,Detroit,Pistons,Orlando,Magic,Playoffs,East First Round,Game 7,7,1,1,1.2166666666666668,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612765,1610612753,,,2026-05-03 15:30:00
Jett,Howard,1641724,42500107,2026-05-03 15:30:00,Orlando,Magic,Detroit,Pistons,Playoffs,East First Round,Game 7,7,0,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612753,1610612765,DNP - Coach's Decision,,2026-05-03 15:30:00
Cade,Cunningham,1630595,42500107,2026-05-03 15:30:00,Detroit,Pistons,Orlando,Magic,Playoffs,East First Round,Game 7,7,1,1,39.483333333333334,32,12,2,0,18,10,0.556,6,4,0.667,10,8,0.8,1,0,1,4,4,29,1610612765,1610612753,,G,2026-05-03 15:30:00
Daniss,Jenkins,1642450,42500107,2026-05-03 15:30:00,Detroit,Pistons,Orlando,Magic,Playoffs,East First Round,Game 7,7,1,1,28.85,16,5,1,0,8,5,0.625,5,4,0.8,2,2,1.0,3,0,3,2,3,5,1610612765,1610612753,,,2026-05-03 15:30:00
Desmond,Bane,1630217,42500107,2026-05-03 15:30:00,Orlando,Magic,Detroit,Pistons,Playoffs,East First Round,Game 7,7,0,0,38.25,16,3,1,2,10,5,0.5,5,3,0.6,5,3,0.6,3,0,3,4,0,-8,1610612753,1610612765,,G,2026-05-03 15:30:00
Javonte,Green,1629750,42500107,2026-05-03 15:30:00,Detroit,Pistons,Orlando,Magic,Playoffs,East First Round,Game 7,7,1,1,14.166666666666666,3,0,0,0,5,1,0.2,5,1,0.2,0,0,0.0,2,0,2,3,0,3,1610612765,1610612753,,,2026-05-03 15:30:00
Tristan,da Silva,1641783,42500107,2026-05-03 15:30:00,Orlando,Magic,Detroit,Pistons,Playoffs,East First Round,Game 7,7,0,0,8.433333333333334,0,0,0,0,1,0,0.0,1,0,0.0,0,0,0.0,0,0,0,0,2,-12,1610612753,1610612765,,,2026-05-03 15:30:00
Jevon,Carter,1628975,42500107,2026-05-03 15:30:00,Orlando,Magic,Detroit,Pistons,Playoffs,East First Round,Game 7,7,0,0,11.316666666666666,0,1,0,0,2,0,0.0,1,0,0.0,0,0,0.0,0,1,1,0,0,5,1610612753,1610612765,,,2026-05-03 15:30:00
Marcus,Sasser,1631204,42500107,2026-05-03 15:30:00,Detroit,Pistons,Orlando,Magic,Playoffs,East First Round,Game 7,7,1,1,1.2166666666666668,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612765,1610612753,,,2026-05-03 15:30:00
Isaiah,Stewart,1630191,42500107,2026-05-03 15:30:00,Detroit,Pistons,Orlando,Magic,Playoffs,East First Round,Game 7,7,1,1,7.583333333333333,0,0,0,0,2,0,0.0,0,0,0.0,0,0,0.0,1,0,1,2,1,0,1610612765,1610612753,,,2026-05-03 15:30:00
Goga,Bitadze,1629048,42500107,2026-05-03 15:30:00,Orlando,Magic,Detroit,Pistons,Playoffs,East First Round,Game 7,7,0,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612753,1610612765,DNP - Coach's Decision,,2026-05-03 15:30:00
Jamal,Cain,1631288,42500107,2026-05-03 15:30:00,Orlando,Magic,Detroit,Pistons,Playoffs,East First Round,Game 7,7,0,0,23.566666666666666,5,1,2,0,6,2,0.333,3,1,0.333,1,0,0.0,2,2,4,1,0,-16,1610612753,1610612765,,F,2026-05-03 15:30:00
Tobias,Harris,202699,42500107,2026-05-03 15:30:00,Detroit,Pistons,Orlando,Magic,Playoffs,East First Round,Game 7,7,1,1,36.28333333333333,30,2,1,3,18,11,0.611,7,5,0.714,3,3,1.0,7,2,9,2,1,22,1610612765,1610612753,,F,2026-05-03 15:30:00
Anthony,Black,1641710,42500107,2026-05-03 15:30:00,Orlando,Magic,Detroit,Pistons,Playoffs,East First Round,Game 7,7,0,0,32.65,11,1,0,5,12,4,0.333,4,0,0.0,4,3,0.75,4,1,5,3,1,-11,1610612753,1610612765,,,2026-05-03 15:30:00
Duncan,Robinson,1629130,42500107,2026-05-03 15:30:00,Detroit,Pistons,Orlando,Magic,Playoffs,East First Round,Game 7,7,1,1,36.0,10,3,0,3,13,4,0.308,10,2,0.2,0,0,0.0,5,1,6,3,1,15,1610612765,1610612753,,G,2026-05-03 15:30:00
Derrick,White,1628401,42500117,2026-05-02 19:30:00,Boston,Celtics,Philadelphia,76ers,Playoffs,East First Round,Game 7,7,0,1,45.36666666666667,26,4,3,0,26,9,0.346,16,5,0.313,4,3,0.75,4,2,6,3,0,-6,1610612738,1610612755,,G,2026-05-02 19:30:00
Max,Shulga,1642917,42500117,2026-05-02 19:30:00,Boston,Celtics,Philadelphia,76ers,Playoffs,East First Round,Game 7,7,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612738,1610612755,DNP - Coach's Decision,,2026-05-02 19:30:00
Payton,Pritchard,1630202,42500117,2026-05-02 19:30:00,Boston,Celtics,Philadelphia,76ers,Playoffs,East First Round,Game 7,7,0,1,39.36666666666667,13,7,0,1,13,5,0.385,7,2,0.286,1,1,1.0,3,2,5,1,0,-2,1610612738,1610612755,,,2026-05-02 19:30:00
Paul,George,202331,42500117,2026-05-02 19:30:00,Philadelphia,76ers,Boston,Celtics,Playoffs,East First Round,Game 7,7,1,0,41.833333333333336,13,1,0,0,10,5,0.5,5,3,0.6,0,0,0.0,3,0,3,4,3,9,1610612755,1610612738,,F,2026-05-02 19:30:00
Dalen,Terry,1631207,42500117,2026-05-02 19:30:00,Philadelphia,76ers,Boston,Celtics,Playoffs,East First Round,Game 7,7,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612755,1610612738,DNP - Coach's Decision,,2026-05-02 19:30:00
Quentin,Grimes,1629656,42500117,2026-05-02 19:30:00,Philadelphia,76ers,Boston,Celtics,Playoffs,East First Round,Game 7,7,1,0,26.116666666666667,3,4,0,0,4,1,0.25,1,0,0.0,2,1,0.5,6,0,6,0,0,1,1610612755,1610612738,,,2026-05-02 19:30:00
VJ,Edgecombe,1642845,42500117,2026-05-02 19:30:00,Philadelphia,76ers,Boston,Celtics,Playoffs,East First Round,Game 7,7,1,0,43.7,23,4,0,0,17,8,0.471,11,5,0.455,2,2,1.0,5,1,6,2,3,19,1610612755,1610612738,,G,2026-05-02 19:30:00
Jaylen,Brown,1627759,42500117,2026-05-02 19:30:00,Boston,Celtics,Philadelphia,76ers,Playoffs,East First Round,Game 7,7,0,1,40.016666666666666,33,4,3,0,27,12,0.444,9,3,0.333,6,6,1.0,8,1,9,3,3,-16,1610612738,1610612755,,F,2026-05-02 19:30:00
Dominick,Barlow,1631230,42500117,2026-05-02 19:30:00,Philadelphia,76ers,Boston,Celtics,Playoffs,East First Round,Game 7,7,1,0,2.1333333333333333,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,1610612755,1610612738,,,2026-05-02 19:30:00
Jayson,Tatum,1628369,42500117,2026-05-02 19:30:00,Boston,Celtics,Philadelphia,76ers,Playoffs,East First Round,Game 7,7,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612738,1610612755,DND - Injury/Illness,,2026-05-02 19:30:00
Baylor,Scheierman,1631248,42500117,2026-05-02 19:30:00,Boston,Celtics,Philadelphia,76ers,Playoffs,East First Round,Game 7,7,0,1,22.416666666666668,0,2,0,1,4,0,0.0,3,0,0.0,0,0,0.0,4,2,6,2,0,-9,1610612738,1610612755,,F,2026-05-02 19:30:00
Andre,Drummond,203083,42500117,2026-05-02 19:30:00,Philadelphia,76ers,Boston,Celtics,Playoffs,East First Round,Game 7,7,1,0,8.466666666666667,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,2,0,-2,1610612755,1610612738,,,2026-05-02 19:30:00
Joel,Embiid,203954,42500117,2026-05-02 19:30:00,Philadelphia,76ers,Boston,Celtics,Playoffs,East First Round,Game 7,7,1,0,39.083333333333336,34,6,1,0,26,12,0.462,4,1,0.25,11,9,0.818,10,2,12,2,1,11,1610612755,1610612738,,C,2026-05-02 19:30:00
Amari,Williams,1642873,42500117,2026-05-02 19:30:00,Boston,Celtics,Philadelphia,76ers,Playoffs,East First Round,Game 7,7,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612738,1610612755,DNP - Coach's Decision,,2026-05-02 19:30:00
Adem,Bona,1641737,42500117,2026-05-02 19:30:00,Philadelphia,76ers,Boston,Celtics,Playoffs,East First Round,Game 7,7,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612755,1610612738,DNP - Coach's Decision,,2026-05-02 19:30:00
Tyrese,Maxey,1630178,42500117,2026-05-02 19:30:00,Philadelphia,76ers,Boston,Celtics,Playoffs,East First Round,Game 7,7,1,0,45.25,30,7,0,0,18,11,0.611,4,2,0.5,6,6,1.0,11,0,11,4,1,8,1610612755,1610612738,,G,2026-05-02 19:30:00
Hugo,Gonzalez,1642864,42500117,2026-05-02 19:30:00,Boston,Celtics,Philadelphia,76ers,Playoffs,East First Round,Game 7,7,0,1,12.95,0,0,0,0,3,0,0.0,3,0,0.0,2,0,0.0,2,1,3,4,0,3,1610612738,1610612755,,,2026-05-02 19:30:00
Kelly,Oubre Jr.,1626162,42500117,2026-05-02 19:30:00,Philadelphia,76ers,Boston,Celtics,Playoffs,East First Round,Game 7,7,1,0,31.15,6,2,0,0,6,2,0.333,3,0,0.0,2,2,1.0,5,0,5,4,1,6,1610612755,1610612738,,F,2026-05-02 19:30:00
Trendon,Watford,1630570,42500117,2026-05-02 19:30:00,Philadelphia,76ers,Boston,Celtics,Playoffs,East First Round,Game 7,7,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612755,1610612738,DNP - Coach's Decision,,2026-05-02 19:30:00
Justin,Edwards,1642348,42500117,2026-05-02 19:30:00,Philadelphia,76ers,Boston,Celtics,Playoffs,East First Round,Game 7,7,1,0,2.2666666666666666,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,-8,1610612755,1610612738,,,2026-05-02 19:30:00
Ron,Harper Jr.,1631199,42500117,2026-05-02 19:30:00,Boston,Celtics,Philadelphia,76ers,Playoffs,East First Round,Game 7,7,0,1,4.033333333333333,0,0,0,2,1,0,0.0,1,0,0.0,0,0,0.0,0,0,0,0,0,-7,1610612738,1610612755,,G,2026-05-02 19:30:00
Jordan,Walsh,1641775,42500117,2026-05-02 19:30:00,Boston,Celtics,Philadelphia,76ers,Playoffs,East First Round,Game 7,7,0,1,4.85,0,0,0,0,2,0,0.0,2,0,0.0,0,0,0.0,0,0,0,0,0,1,1610612738,1610612755,,,2026-05-02 19:30:00
Johni,Broome,1641780,42500117,2026-05-02 19:30:00,Philadelphia,76ers,Boston,Celtics,Playoffs,East First Round,Game 7,7,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612755,1610612738,DNP - Coach's Decision,,2026-05-02 19:30:00
Jabari,Walker,1631133,42500117,2026-05-02 19:30:00,Philadelphia,76ers,Boston,Celtics,Playoffs,East First Round,Game 7,7,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612755,1610612738,DNP - Coach's Decision,,2026-05-02 19:30:00
Neemias,Queta,1629674,42500117,2026-05-02 19:30:00,Boston,Celtics,Philadelphia,76ers,Playoffs,East First Round,Game 7,7,0,1,32.55,17,1,0,0,8,7,0.875,0,0,0.0,3,3,1.0,11,1,12,5,1,9,1610612738,1610612755,,,2026-05-02 19:30:00
Nikola,Vucevic,202696,42500117,2026-05-02 19:30:00,Boston,Celtics,Philadelphia,76ers,Playoffs,East First Round,Game 7,7,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612738,1610612755,DNP - Coach's Decision,,2026-05-02 19:30:00
Sam,Hauser,1630573,42500117,2026-05-02 19:30:00,Boston,Celtics,Philadelphia,76ers,Playoffs,East First Round,Game 7,7,0,1,29.816666666666666,11,1,0,0,7,4,0.571,6,3,0.5,0,0,0.0,2,1,3,2,0,-3,1610612738,1610612755,,,2026-05-02 19:30:00
Kyle,Lowry,200768,42500117,2026-05-02 19:30:00,Philadelphia,76ers,Boston,Celtics,Playoffs,East First Round,Game 7,7,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612755,1610612738,DNP - Coach's Decision,,2026-05-02 19:30:00
Dalano,Banton,1630625,42500117,2026-05-02 19:30:00,Boston,Celtics,Philadelphia,76ers,Playoffs,East First Round,Game 7,7,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612738,1610612755,DNP - Coach's Decision,,2026-05-02 19:30:00
Luka,Garza,1630568,42500117,2026-05-02 19:30:00,Boston,Celtics,Philadelphia,76ers,Playoffs,East First Round,Game 7,7,0,1,8.633333333333333,0,0,1,0,2,0,0.0,2,0,0.0,0,0,0.0,0,0,0,3,1,-15,1610612738,1610612755,,C,2026-05-02 19:30:00
Jarred,Vanderbilt,1629020,42500176,2026-05-01 21:30:00,Los Angeles,Lakers,Houston,Rockets,Playoffs,West First Round,Game 6,6,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612747,1610612745,DNP - Coach's Decision,,2026-05-01 21:30:00
Tari,Eason,1631106,42500176,2026-05-01 21:30:00,Houston,Rockets,Los Angeles,Lakers,Playoffs,West First Round,Game 6,6,0,1,36.983333333333334,14,2,1,3,14,5,0.357,7,2,0.286,2,2,1.0,5,0,5,4,0,-14,1610612745,1610612747,,F,2026-05-01 21:30:00
Reed,Sheppard,1642263,42500176,2026-05-01 21:30:00,Houston,Rockets,Los Angeles,Lakers,Playoffs,West First Round,Game 6,6,0,1,36.483333333333334,10,1,2,2,19,4,0.211,10,1,0.1,1,1,1.0,0,0,0,2,1,-24,1610612745,1610612747,,G,2026-05-01 21:30:00
Austin,Reaves,1630559,42500176,2026-05-01 21:30:00,Los Angeles,Lakers,Houston,Rockets,Playoffs,West First Round,Game 6,6,1,0,30.683333333333334,15,2,3,0,14,7,0.5,4,0,0.0,1,1,1.0,3,0,3,3,2,3,1610612747,1610612745,,G,2026-05-01 21:30:00
Bronny,James,1642355,42500176,2026-05-01 21:30:00,Los Angeles,Lakers,Houston,Rockets,Playoffs,West First Round,Game 6,6,1,0,3.1166666666666667,0,1,0,1,1,0,0.0,1,0,0.0,0,0,0.0,0,1,1,0,0,-6,1610612747,1610612745,,,2026-05-01 21:30:00
Luke,Kennard,1628379,42500176,2026-05-01 21:30:00,Los Angeles,Lakers,Houston,Rockets,Playoffs,West First Round,Game 6,6,1,0,29.0,3,3,0,1,6,1,0.167,2,1,0.5,0,0,0.0,1,2,3,1,1,22,1610612747,1610612745,,,2026-05-01 21:30:00
Jabari,Smith Jr.,1631095,42500176,2026-05-01 21:30:00,Houston,Rockets,Los Angeles,Lakers,Playoffs,West First Round,Game 6,6,0,1,41.983333333333334,9,3,1,0,11,3,0.273,6,1,0.167,3,2,0.667,10,2,12,5,1,-24,1610612745,1610612747,,F,2026-05-01 21:30:00
Jae'Sean,Tate,1630256,42500176,2026-05-01 21:30:00,Houston,Rockets,Los Angeles,Lakers,Playoffs,West First Round,Game 6,6,0,1,5.5,3,0,0,0,3,1,0.333,2,0,0.0,2,1,0.5,3,0,3,0,0,10,1610612745,1610612747,,,2026-05-01 21:30:00
Dalton,Knecht,1642261,42500176,2026-05-01 21:30:00,Los Angeles,Lakers,Houston,Rockets,Playoffs,West First Round,Game 6,6,1,0,3.1166666666666667,0,0,0,0,1,0,0.0,1,0,0.0,0,0,0.0,1,0,1,0,0,-6,1610612747,1610612745,,,2026-05-01 21:30:00
JD,Davison,1631120,42500176,2026-05-01 21:30:00,Houston,Rockets,Los Angeles,Lakers,Playoffs,West First Round,Game 6,6,0,1,2.1166666666666667,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,7,1610612745,1610612747,,,2026-05-01 21:30:00
Jaxson,Hayes,1629637,42500176,2026-05-01 21:30:00,Los Angeles,Lakers,Houston,Rockets,Playoffs,West First Round,Game 6,6,1,0,16.716666666666665,5,1,1,0,1,1,1.0,0,0,0.0,4,3,0.75,2,2,4,2,1,21,1610612747,1610612745,,,2026-05-01 21:30:00
Adou,Thiero,1642876,42500176,2026-05-01 21:30:00,Los Angeles,Lakers,Houston,Rockets,Playoffs,West First Round,Game 6,6,1,0,3.1166666666666667,2,0,0,0,1,1,1.0,0,0,0.0,2,0,0.0,0,1,1,1,0,-6,1610612747,1610612745,,,2026-05-01 21:30:00
Amen,Thompson,1641708,42500176,2026-05-01 21:30:00,Houston,Rockets,Los Angeles,Lakers,Playoffs,West First Round,Game 6,6,0,1,44.55,18,3,3,0,14,7,0.5,0,0,0.0,6,4,0.667,7,1,8,5,2,-26,1610612745,1610612747,,G,2026-05-01 21:30:00
Alperen,Sengun,1630578,42500176,2026-05-01 21:30:00,Houston,Rockets,Los Angeles,Lakers,Playoffs,West First Round,Game 6,6,0,1,37.583333333333336,17,1,2,0,12,5,0.417,0,0,0.0,10,7,0.7,8,3,11,4,4,-27,1610612745,1610612747,,C,2026-05-01 21:30:00
Jeff,Green,201145,42500176,2026-05-01 21:30:00,Houston,Rockets,Los Angeles,Lakers,Playoffs,West First Round,Game 6,6,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612745,1610612747,DNP - Coach's Decision,,2026-05-01 21:30:00
Josh,Okogie,1629006,42500176,2026-05-01 21:30:00,Houston,Rockets,Los Angeles,Lakers,Playoffs,West First Round,Game 6,6,0,1,13.416666666666666,3,1,0,1,3,1,0.333,2,1,0.5,0,0,0.0,3,1,4,1,2,0,1610612745,1610612747,,,2026-05-01 21:30:00
Rui,Hachimura,1629060,42500176,2026-05-01 21:30:00,Los Angeles,Lakers,Houston,Rockets,Playoffs,West First Round,Game 6,6,1,0,34.733333333333334,21,2,1,0,15,8,0.533,7,5,0.714,0,0,0.0,5,1,6,2,0,20,1610612747,1610612745,,F,2026-05-01 21:30:00
Jake,LaRavia,1631222,42500176,2026-05-01 21:30:00,Los Angeles,Lakers,Houston,Rockets,Playoffs,West First Round,Game 6,6,1,0,16.25,7,0,1,0,8,3,0.375,2,1,0.5,0,0,0.0,2,3,5,2,2,2,1610612747,1610612745,,,2026-05-01 21:30:00
Nick,Smith Jr.,1641733,42500176,2026-05-01 21:30:00,Los Angeles,Lakers,Houston,Rockets,Playoffs,West First Round,Game 6,6,1,0,3.1166666666666667,3,0,0,0,4,1,0.25,2,1,0.5,0,0,0.0,0,0,0,0,0,-6,1610612747,1610612745,,,2026-05-01 21:30:00
LeBron,James,2544,42500176,2026-05-01 21:30:00,Los Angeles,Lakers,Houston,Rockets,Playoffs,West First Round,Game 6,6,1,0,37.11666666666667,28,8,0,0,25,10,0.4,5,2,0.4,8,6,0.75,6,1,7,2,3,26,1610612747,1610612745,,F,2026-05-01 21:30:00
Aaron,Holiday,1628988,42500176,2026-05-01 21:30:00,Houston,Rockets,Los Angeles,Lakers,Playoffs,West First Round,Game 6,6,0,1,11.516666666666667,2,2,0,0,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,1,0,4,1610612745,1610612747,,,2026-05-01 21:30:00
Marcus,Smart,203935,42500176,2026-05-01 21:30:00,Los Angeles,Lakers,Houston,Rockets,Playoffs,West First Round,Game 6,6,1,0,34.88333333333333,7,1,2,2,7,2,0.286,4,2,0.5,2,1,0.5,6,1,7,1,1,25,1610612747,1610612745,,G,2026-05-01 21:30:00
Dorian,Finney-Smith,1627827,42500176,2026-05-01 21:30:00,Houston,Rockets,Los Angeles,Lakers,Playoffs,West First Round,Game 6,6,0,1,7.75,0,0,0,0,2,0,0.0,1,0,0.0,0,0,0.0,0,0,0,1,1,-13,1610612745,1610612747,,,2026-05-01 21:30:00
Deandre,Ayton,1629028,42500176,2026-05-01 21:30:00,Los Angeles,Lakers,Houston,Rockets,Playoffs,West First Round,Game 6,6,1,0,28.166666666666668,7,1,1,0,6,2,0.333,0,0,0.0,7,3,0.429,13,3,16,5,0,5,1610612747,1610612745,,C,2026-05-01 21:30:00
Maxi,Kleber,1628467,42500176,2026-05-01 21:30:00,Los Angeles,Lakers,Houston,Rockets,Playoffs,West First Round,Game 6,6,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612747,1610612745,DNP - Coach's Decision,,2026-05-01 21:30:00
Clint,Capela,203991,42500176,2026-05-01 21:30:00,Houston,Rockets,Los Angeles,Lakers,Playoffs,West First Round,Game 6,6,0,1,2.1166666666666667,2,0,0,0,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,7,1610612745,1610612747,,,2026-05-01 21:30:00
RJ,Barrett,1629628,42500136,2026-05-01 19:30:00,Toronto,Raptors,Cleveland,Cavaliers,Playoffs,East First Round,Game 6,6,1,1,43.36666666666667,24,3,0,1,21,8,0.381,12,4,0.333,5,4,0.8,7,2,9,4,5,9,1610612761,1610612739,,F,2026-05-01 19:30:00
Donovan,Mitchell,1628378,42500136,2026-05-01 19:30:00,Cleveland,Cavaliers,Toronto,Raptors,Playoffs,East First Round,Game 6,6,0,0,40.96666666666667,24,2,1,0,26,11,0.423,10,2,0.2,0,0,0.0,5,0,5,2,3,-4,1610612739,1610612761,,G,2026-05-01 19:30:00
Jamison,Battle,1642419,42500136,2026-05-01 19:30:00,Toronto,Raptors,Cleveland,Cavaliers,Playoffs,East First Round,Game 6,6,1,1,11.366666666666667,5,0,0,0,4,2,0.5,2,1,0.5,0,0,0.0,0,0,0,1,0,-6,1610612761,1610612739,,,2026-05-01 19:30:00
Evan,Mobley,1630596,42500136,2026-05-01 19:30:00,Cleveland,Cavaliers,Toronto,Raptors,Playoffs,East First Round,Game 6,6,0,0,41.2,26,3,0,1,15,9,0.6,7,3,0.429,8,5,0.625,10,4,14,2,3,-3,1610612739,1610612761,,F,2026-05-01 19:30:00
